Collected Links,Outside PDF Text
/contentassets/81a724cb19784851be7d25d2132df9eb/rapport-for-bolag-med-statligt-agande-januari-juni-16.pdf,NO CONTENT
/contentassets/6b5fa309fab945a189d01882d8143118/starkt-konsumentskydd-pa-marknaden-for-hogkostnadskrediter-sou-201668/,NO CONTENT
/contentassets/3ca650af834f4d5498970b39cae068a2/kommenterad-dagordning-infor-radet-for-utrikesfragor-handel-den-18-oktober-2016.pdf,NO CONTENT
/contentassets/6c7d54555c244c83900d150fd1774240/remissinstanser-for-ds-201636-bokforingsbrott-i-filialer/,NO CONTENT
/contentassets/1805720e6daf47e7b20fc0a28c3bc1b1/bokforingsbrott-i-filialer-ds-201636/,NO CONTENT
/contentassets/73989f424da04cb1b36b6e9a172ff590/det-stammer-okad-transparens-och-mer-lika-villkor-sou-201666/,NO CONTENT
/contentassets/7fe8d5bdba7e44cfa6c0feb892c6c01e/genomforande-av-det-omarbetade-asylprocedurdirektivet-prop.-20161717,NO CONTENT
/contentassets/569a9026b427483fbfca847f66dd27e5/infrastruktur-for-framtiden--innovativa-losningar-for-starkt-konkurrenskraft-och-hallbar-utveckling-prop-20161721.-.pdf,NO CONTENT
/contentassets/0faf079281c84f2e8a897a700da499d0/tydligare-tillstandsgivning-enligt-lotterilagen-prop.-2016178,NO CONTENT
/contentassets/94d1bc3388554ccfa7789f8732b0d7fd/kommenterad-dagordning-infor-allmanna-radet-18-oktober-2016.pdf,NO CONTENT
/contentassets/21d82e642e3142a39a63c242e736b21d/ett-nytt-regelverk-for-nyanlanda-invandrares-etablering-i-arbets--och-samhallslivet-ds-201635/,NO CONTENT
/globalassets/regeringen/dokument/utbildningsdepartementet/ungdomspolitik/tillaggsdirektiv-samordnare-for-unga-som-varken-arbetar-eller-studerar--dir-2016-82.pdf,NO CONTENT
/contentassets/665b164d68c34fe68145dd2bcceba69a/godkannande-av-overenskommelse-om-forsakringsmedicinska-utredningar.pdf,NO CONTENT
/contentassets/6809afa600b042c5907b450396f9f09f/tillaggsidirektiv-till-hjalpmedelsutredningen-dir2016_81webb.pdf,NO CONTENT
/contentassets/5b5d035854dd406c8b43a7b741a155af/en-avgiftsfri-filmgranskning-och-utvidgad-ledsagarregel.pdf.pdf,NO CONTENT
/contentassets/5467e31ef25f4af0a228c0e20c92d07f/uppdrag-till-polismyndigheten-att-identifiera-och-genomfora-atgarder-for-att-forstarka-formagan-att-bekampa-sexualbrott-mot-barn.pdf,NO CONTENT
/contentassets/5a690b0c4cb5400189b425b330a3e1d6/berakningskonventioner-2017.pdf,NO CONTENT
/contentassets/89469d92c1bd43a6bf6598436db5681f/finansdepartementet-1-av-2.pdf,NO CONTENT
/contentassets/eda5a8c2bf0b4ec1b00e7dc27c733582/kommenterad-dagordning-epsco-13-oktober.pdf,NO CONTENT
/contentassets/64cedffc5ed34540925e78a04e87313f/strategi-for-sveriges-utvecklingssamarbete-med-colombia-2016-2020.pdf,NO CONTENT
/contentassets/0a23cce182bb4c97ac2a9b8b00330086/uppdrag-till-statskontoret-att-gora-en-myndighetsanalys-av-konstnarsnamnden/,NO CONTENT
/contentassets/bce03b8a95df45699d19e3df114d79ae/remissinstanser-for-lantmateriets-promemoria-andring-av-inskrivningsforordningen-2000309/,NO CONTENT
/contentassets/fb57ef254be64e9380b0a241d60ce049/tillaggsdirektiv-nationellt-centrum-for-kunskap-och-utvardering-av-arbetsmiljo-dir-201679/,NO CONTENT
/contentassets/8216d40ecc814613bccb394b4b1dfa38/ett-starkare-skydd-for-den-sexuella-integriteten-sou-2016-60.pdf,NO CONTENT
/contentassets/ce47a8b645214b808b8d44973f6a5448/remissinstanser-ds-2016-33-reglering-av-distanshandel-med-alkoholdrycker.pdf,NO CONTENT
/contentassets/40af86e855234adca7fd8370defff8d4/remissinstanser-sou-2016_48-regional-indelning--tre-nya-lan.pdf,NO CONTENT
/contentassets/f1c405e7cdb645bca480326f10f3b809/sou_2016_65_webb.pdf,NO CONTENT
/contentassets/507749980cad48a5bf9febe4dc9325c5/mrt-uppdrag-trv-bk4-_74-ton1.pdf,NO CONTENT
/contentassets/2a6d2634e7b64c4ca2bab615530d9ee4/godstrafikfragor/,NO CONTENT
/contentassets/db3c2d06998b45a7b92fdd8e52f8c871/161701800webb.pdf,NO CONTENT
/contentassets/f2fe8b227da84dfd83610cc70a043211/kommenterad-dagordning-jordbruks-och-fiskeradet-den-10-oktober-2016-slutlig.pdf,NO CONTENT
/contentassets/cf7b40224bed479a8b739b1b09307e2e/kommenterad-dagordning-radet-for-finansiella-och-ekonomiska-fragor-den-11-oktober--2016/,NO CONTENT
/contentassets/dc06139100ac402d8aa0265c0c6c99e1/okad-tillganglighet-till-sprututbytesverksamheter-i-sverige.pdf,NO CONTENT
/contentassets/54c309d87d4a45ef9155519915eefe3a/kommenterad-dagordning-for-radets-mote-for-rattsliga-och-inrikes-fragor-den-1314-oktober-2016.pdf,NO CONTENT
/contentassets/813ac02ba49f4258abd20b9554fbd835/reglering-av-distanshandel-med-alkohol-ds-2016-33.pdf,NO CONTENT
/globalassets/regeringen/dokument/forsvarsdepartementet/remisser/remisslista-sou-201663-en-robust-personalforsorjning-av-det-svenska-forsvaret.pdf,NO CONTENT
/contentassets/ef20c8d74a5245af93787243425af4dc/okad-insyn-i-valfarden-sou-2016_62.pdf,NO CONTENT
/contentassets/db064734c9904ff88b4a5331f808d1ae/alkoholhaltiga-preparat-avsedda-for-fortaring-och-vissa-marknadsforingsfragor.pdf,NO CONTENT
/contentassets/e9cd318cdf3e4bdd8b0c6373abbb0f11/uppdrag-till-statskontoret-om-svenska-statliga-myndigheters-verksamhet-avseende-psykologiskt-forsvar_/,NO CONTENT
/contentassets/ecfe77e71eef4b8d9fcf1db78a268637/en-oversyn-av-overskottsmalet-sou-201667/,NO CONTENT
/contentassets/7579dd78fa9e432b8c191bb49186788e/lrr-upphandling-av-vissa-kollektivtrafiktjanstersan.pdf,NO CONTENT
/contentassets/38d52c28f92c4862bb1774a4a217c15c/uppdrag-till-domstolsverket-att-stodja-en-effektivare-anvandning-av-tolkar-i-domstol.pdf,NO CONTENT
/contentassets/226f981707f7465b8e4dfaaf65312e95/andrade-regler-for-uppskov-med-kapitalvinst-vid-avyttring-av-privatbostad/,NO CONTENT
/contentassets/427d843bec1a486aa131ee554af3e765/maskeringsforbud-vid-idrottsarrangemang/,NO CONTENT
/contentassets/a6fec36cdef747be820df66dcd10421b/arbetsmarknadsdepartementet.pdf,NO CONTENT
/globalassets/regeringen/dokument/forsvarsdepartementet/sou/en-robust-personalforsorjning-av-det-militara-forsvaret_sou-201663.pdf,NO CONTENT
/contentassets/09727f22398149499bbc7e6470b35a21/uppdrag-till-lansstyrelsen-i-dalarnas-lan-att-utveckla-arbetsformer-for-att-motverka-sociala-risker-med-fokus-pa-rasism-och-extremism/,NO CONTENT
/globalassets/regeringen/dokument/forsvarsdepartementet/sou/forutsattningar-enligt-regeringsformen-for-fordjupat-forsvarssamarbete_sou_201664.pdf,NO CONTENT
/contentassets/53903d4d0ffb44099438eb383b1c0a6c/kommenterad-dagordning-infor-extrainsatt-miljorad-den-30-september-2016.pdf,NO CONTENT
/contentassets/24cefad4f5624dd7928156a1fa7410a6/01-kommenterad-dagordning-kkr-160929slutgilt.pdf,NO CONTENT
/contentassets/6d168302c39b469ea51093bf3b2396f6/prop.-2016_17_13-anvisade-elavtal.pdf,NO CONTENT
/contentassets/24753dc04d2f4ef08e4ee906096274d7/remiss-av-redovisning-fran-statens-jordbruksverk-och-naturvardsverket-av-regeringsuppdrag-pa-forslag-om-forstarkta-atgarder-mot-artskyddsbrott-samt-remiss-av-eus-handlingsplan-mot-illegal-handel.pdf,NO CONTENT
/contentassets/d64c1d3d54274168a9a1e72adce191b5/ny-definition-av-fastighetsbegreppet-i-mervardesskattelagen-prop.20161714,NO CONTENT
/contentassets/3ad068723b8e42b5970e3c6c7248fb02/kompletterande-bestammelser-till-eus-forordning-om-europeiska-langsiktiga-investeringsfonder-prop.2016173,NO CONTENT
/contentassets/fe460fc7127644929046feee0175558c/esr-com_2016_482.pdf,NO CONTENT
/contentassets/81ad072f04fc4ae7a3ca76f6152edaa2/order-of-precedence-of-heads-of-missions.pdf,NO CONTENT
/contentassets/ea7cfc53fff7447a883faad47c059660/pa-goda-grunder--en-atgardsgaranti-for-lasning-skrivning-och-matematik-sou-201659.pdf,NO CONTENT
/contentassets/92d87a03522d4eaa8c9f9221df7337b9/international-organisations-and-other-representations.pdf,NO CONTENT
/contentassets/6255f55217224beca272331b616f4034/andrade-regler-om-beskattningsintrade-vid-fusion-och-fission-prop.-2016177,NO CONTENT
/globalassets/regeringen/dokument/socialdepartementet/funktionshinder/ett-reformerat-bilstod.pdf,NO CONTENT
/contentassets/6c9050b06e6b40bda12e00772c441872/uppdrag-till-fohm-att-ta-fram-en-kunskapssammanstallning-over-bestamningsfaktorer-for-en-jamlik-psykisk-halsa.pdf,NO CONTENT
/contentassets/bfc25161ecf844708cd048a8a97528b0/tillaggsdirektiv-till-utredningen-om-arbetsmiljoregler-for-ett-modernt-arbetsliv-dir.-201677,NO CONTENT
/contentassets/c2b7817bfc9444f8a578ceadf1438e87/remissinstanser-for-kraftsamling-mot-antiziganism-sou-2016_44.pdf,NO CONTENT
/contentassets/c69f9156975d4223915a77be7df53c41/remiss-av-europeiska-kommissionens-forslag-com-2016-479-om-lulucf-forordning.pdf,NO CONTENT
/contentassets/191333148cec46229fd783d7dde75a01/explosiva-varor---om-inforsel-smuggling-och-tullverkets-befogenheter/,NO CONTENT
/contentassets/3494754d64414dccbe95569f2c8e8722/fokus-premiepension-hela-dokumentet-sou-201661pdf/,NO CONTENT
/contentassets/398ace142e894cfd8e0af8b8f7a9a8ab/framtidsfullmakter--en-ny-form-av-stallforetradarskap-for-vuxna/,NO CONTENT
/contentassets/401ecc63b3c14f71a84c399335426404/remisslista-2016_34.pdf,NO CONTENT
/contentassets/2a7ea18138804f4fbf73370bec9955de/ds-2016_34.pdf,NO CONTENT
/contentassets/206eb69b94a4475ca6e90c7c2242261c/remissmissiv---nvs-forslag-svenska-bestammelser-om-invasiva-frammande-arter.pdf,NO CONTENT
/contentassets/f9ccf49da2154d64bddd78840e5ece4a/utokade-mojligheter-for-migrationsdomstolar-att-overlamna-mal/,NO CONTENT
/contentassets/618f83b8918f4f34bb1ae06b62aae8f2/godkannande-av-klimatavtalet-fran-paris-prop.-20161716,NO CONTENT
/contentassets/72b605fd2c8d4b14b9e595ea3c040bf6/lasframjande-insatser-i-och-utanfor-skolan-dir.-201678,NO CONTENT
/contentassets/91f0e5e5249840c98a4c572eef2d6d3a/ratt-till-behorighetsgivande-utbildning-inom-komvux-prop.-2016175.pdf,NO CONTENT
/contentassets/10a44d1bbc974c508f1ecd3069243a0f/statsradsberedningen.pdf,NO CONTENT
/contentassets/f693c31e96d74b779f06a8fcba478ee5/remissinstanser-for-behandling-av-personuppgifter-inom-nationellt-centrum-for-terrorhotbedomning-ds-201631/,NO CONTENT
/contentassets/0ca3b7d4781f4849861c67260ee8c4b7/uppdrag-till-sbu-att-ta-fram-systematiska-kunskapsoversikter-inom-rattspsykiatrin.pdf,NO CONTENT
/contentassets/e5f2c182d14d4bb7b979ef17541a0f08/uppdrag-till-socialstyrelsen-att-forbattra-uppfoljningen-av-tvangsvarden.pdf,NO CONTENT
/contentassets/65758579e1684307ae5349d0d295f197/remiss-av-naturvardsverkets-rapport-minskad-forbrukning-av-plastbarkassar-samt-separat-promemoria-med-forslag-pa-bemyndigande-i-miljobalken.pdf,NO CONTENT
/contentassets/80664c6f1a32407286de52ceae1696aa/battre-skola-genom-mer-attraktiva-skolprofessioner-dir.-201676.pdf,NO CONTENT
/contentassets/3463d3c69490442887dcb53067209b4d/uppdrag-om-serietillverkade-hussan.pdf,NO CONTENT
/contentassets/25bfcbb1d90243d9886bbcf5cbd87bc0/kompletteringar-till-eus-forordning-om-europeiska-politiska-partier-och-europeiska-politiska-stiftelser-prop.-2016176,NO CONTENT
/contentassets/e926a751d9eb4c978c4d892c659ebc8e/budgetpropositionen-for-2017-hela-dokumentet-prop/,NO CONTENT
/contentassets/70bfdbd1ec024633a6ed7ba34a367205/hostandringsbudget-for-2016-prop.-2016172,NO CONTENT
/contentassets/29e37e89806a4244a38e88a675634b98/remissinstanser-for-ny-paketreselag-sou-201656/,NO CONTENT
/globalassets/regeringen/dokument/socialdepartementet/socialforsakringar/avsiktsforklaring-om-ett-langre-arbetsliv.pdf,NO CONTENT
/contentassets/330126e18bb044fcb829295bad8ba5b9/golv-for-statslanerantan-i-skattelagstiftningen/,NO CONTENT
/contentassets/6d4a470ae7ad4a5e948fefda3b44a3f5/uppdrag-till-statens-skolverket-att-fortsatt-fordela-bidrag-for-deltagande-i-insatser-for-att-forstarka-tillgangen-pa-larare-i-nationella-minoritetssprak.pdf,NO CONTENT
/contentassets/1433c905d7754b5f8c7858df9f13f6b7/andrade-mediegrundlagar---del-1-av-2-sou-201658/,NO CONTENT
/contentassets/d5c4430783bc429ea8488c54fbdc52bf/konkurrensskadelag-prop-2016/,NO CONTENT
/contentassets/04674af3d0a842f38ac023878bd4168d/remissinstanser-for-promemorian-ett-nytt-ersattningssystem-for-mottagandet-av-ensamkommande-barn-och-unga/,NO CONTENT
/contentassets/bbe29f0f4b8b459f95db0090fce033df/arbetsmarknadsdepartementet.pdf,NO CONTENT
/contentassets/725fa55efcad4bbabc92989f7eee4179/strategi-for-svenska-institutets-verksamhet-gallande-samarbetet-inom-ostersjoregionen-for-perioden-2016-2020.pdf,NO CONTENT
/contentassets/bc0508af12294d8bb62a4c87efb007c2/ds-2016_31.pdf,NO CONTENT
/contentassets/0b71b3ef7dbf49dab19bf7a15a8da07c/1_slutligbak.pdf,NO CONTENT
/contentassets/9e7f000eef644e61aba9cb88af325b71/underlatta-for-nyanlanda-att-snabbt-starta-foretag-i-sverigesan.pdf,NO CONTENT
/contentassets/ce3e8f1530e14023b2060bbd6b51e8bb/kommenterad-dagordning-allmanna-radet-20-september-2016.pdf,NO CONTENT
/contentassets/d5335167a2ee4e17b4dd025c3a78b784/jamn-konsfordelning-i-bolagsstyrelser-ds-201632/,NO CONTENT
/globalassets/regeringen/dokument/socialdepartementet/social-omsorg/uppdrag-att-fora-over-webbplatsen-koll-pa-soc.pdf,NO CONTENT
/contentassets/dc054ef38cde47dabf5aadf63dcab469/sou-2016_57.pdf,NO CONTENT
/globalassets/regeringen/dokument/socialdepartementet/social-omsorg/uppdrag-om-utbildning-i-foraldraskapsstodjande-arbete.pdf,NO CONTENT
/contentassets/3b3d6c616e924e709a347ce4c4728928/omsesidigt-bistand-med-indrivning-av-vissa-administrativa-sanktionsavgifter/,NO CONTENT
/contentassets/856a856460f2481b9073237c9309ba20/uppdrag-att-se-over-transportpolitiska-preciseringar-och-lamna-forslag-till-indikatorer-for-att-folja-upp-de-transportpolitiska-malen.pdf,NO CONTENT
/contentassets/8f3c1ad7050f41d091137280a4c8080a/finansdepartementet-1-av-3.pdf,NO CONTENT
/contentassets/ae856501f7734d17a279629b2503010d/rb-ii-2-n2016-05491-ts-uppdrag-till-trafikanalys-att-utreda-sankt-bashastighet-i-tatort.pdf,NO CONTENT
/contentassets/3f8cbef229fc417284c40d541fdf6a64/rb-ii-4-n2016-5493-ts-uppdrag-till-trafikverket-att-leda-overgripande-samverkan-i-trafiksakerhetsarbetet-for-vagtrafik.pdf,NO CONTENT
/contentassets/8a7e90108d4b4433a4bd8dd89823396a/rb-ii-3-n2016-05492-ts-uppdrag-till-trafikanalys-att-foresla-transportpolitiska-preciseringar-avseende-trafiksakerhet.pdf,NO CONTENT
/contentassets/d6fb307448f14b86b9b2510e28d71943/remisslista-ds-201622-polisens-tillgang-till-information-om-vissa-it-incidenter/,NO CONTENT
/contentassets/ae9afabcbc354a44861f0f0369b4e989/uppdrag-till-lansstyrelsen-i-stockholm-om-spridning-av-kunskap-och-erfarenheter.pdf,NO CONTENT
/contentassets/58e60f0dacd6499abeed0958cbf047bd/starkt-integritet-i-rattsmedicinalverkets-verksamhet-dir.-201675,NO CONTENT
/contentassets/2e2bc914a2f549cc8b20c1a4799f68cd/remissinstanser-for-promemoria-forslag-om-inforande-av-ansokningsavgift-for-metallsokararenden/,NO CONTENT
/contentassets/80c08f97f56a4216b5172883f78d51bf/prop.-201516-en-utvidgad-skyldighet-att-anmala-vaxtskadegorare,NO CONTENT
/contentassets/754c4fbb137c472bbba9416b5123374a/uppdrag-om-antagen-driftstid-vid-berakning-av-karnavfallsavgifter.pdf,NO CONTENT
/contentassets/6d0017ffdf7143b1b3b5ecc638a4b59b/960871_ds-30_inl_232s_web.pdf,NO CONTENT
/contentassets/ebd214018b944ee7bd8865f898a8bfd4/remissmissiv-fragor-kring-2009-ars-renskotselkonvention.pdf,NO CONTENT
/contentassets/f1a65dfeb03b45e7908bfb8eabf3c050/fragor-kring-2009-ars-renskotselskonventione-ds-2016-27_.pdf,NO CONTENT
/contentassets/de600e7ef450499485eb00fe1ea80097/remissmissiv---energimarknadsinspektionens-rapport---villkor-for-biogas-i-ett-naturgasnat.pdf,NO CONTENT
/contentassets/27340e0d514849e08a094a638eed258b/remiss-av-energimyndighetens-rapport-kontrollstation-2017-for-elcertifikat.pdf,NO CONTENT
/contentassets/e5c2f280df394c548814b104fda1bcb6/remissmissiv---slutbetankandet-av-utredningen-om-begransning-av-odling-av-genetiskt-modifierade-vaxter.pdf,NO CONTENT
/contentassets/c72d2925dcef4c9d9dc17020078b69e3/eu-bodelning-dir-201674/,NO CONTENT
/contentassets/e05927a49d734145be4a95a0caf09ab1/ny-paketreselag-sou-201656/,NO CONTENT
/contentassets/bb4a25cef7ad433ba4f088211f7fc73d/konsfordelningen-i-styrelser-och-insynsrad.pdf,NO CONTENT
/contentassets/57c78dc091d548d1a36b396d361c7540/vissa-andringar-i-skattelagstiftningen-till-foljd-av-resolutionsregelverket/,NO CONTENT
/contentassets/e1ffc38b601245f582362b2c74c377a0/remissinstanser-vissa-andringar-i-skattelagstiftningen-till-foljd-av-resolutionsregelverket/,NO CONTENT
/contentassets/460880f76aae42568b7f06c00bb62ef1/utbyte-av-upplysningar-om-forhandsbesked-i-gransoverskridande-skattefragor-och-forhandsbesked-om-prissattning/,NO CONTENT
/contentassets/692be474ca9f4bc8a2e8d43b0a086c0c/en-starkt-minoritetspolitik--oversyn-av-lagen-om-nationella-minoriteter-och-minoritetssprak-dir-201673/,NO CONTENT
/contentassets/a1d8ce1568d24cae9da806761d4bd4f7/sou_2016_54_webb.pdf,NO CONTENT
/contentassets/dfbd4a35bf134e268cddacf5c2b00a11/uppdrag-om-framtagande-av-forslag-till-kvoter-for-att-forlanga-och-utoka-elcertifikatsystemet-till-2030.pdf,NO CONTENT
/contentassets/6bbfc50ec21c47e3931b5cbefee56e7c/effektiv-bekampning-av-marknadsmissbruk/,NO CONTENT
/contentassets/88a5fbb94e59430f9ddd48d6d4d1a024/starkt-meddelarskydd-for-privatanstallda-i-offentligt-finansierad-verksamhet/,NO CONTENT
/contentassets/e7b716b7ee4441c7b231164df451d16b/finansdepartementet-1-av-2.pdf,NO CONTENT
/contentassets/953051f8e9024b33bf84d4fd61b6a2fe/uppdrag-till-socialstyrelsen-att-foresla-en-atgardsplan-for-ett-nationellt-utvecklingsarbete-for-att-motverka-narkotikarelaterad-dodlighet.pdf,NO CONTENT
/contentassets/82675bbaf1fb431abbd9bbf279e2982f/uppdrag-till-csn-att-oka-aterbetalningen-av-obetalda-skulder.pdf,NO CONTENT
/contentassets/ec540bf5399b4914a6a53fc0b987b4c9/betaltjanster-formedlingsavgifter-och-grundlaggande-betalkonton-hela-dokumentet-sou-201653/,NO CONTENT
/contentassets/f509bf1e1af545c18971ce94ec917f86/remissinstanser-for-ds-201621-andringar-i-fraga-om-sysselsattning-for-asylsokande-och-kommunplacering-av-ensamkommande-barn/,NO CONTENT
/contentassets/afe2fd83716b4f539114cd7544657cc2/en-starkt-yrkeshogskola--ett-lyft-for-kunskap-prop.-201516198.pdf,NO CONTENT
/contentassets/e92a13d6b717497ba0492a5dc4a29a70/remisslista-sou-201634-revisorns-skadestandsansvar/,NO CONTENT
/contentassets/f0940407604a42adae6a5688c6fb51ba/andrad-ratt-till-ersattning-for-viss-mervardesskatt-for-kommuner-landsting-kommunalforbund-och-samordningsforbund/,NO CONTENT
/contentassets/ca4b953b5fbf403cbd1d1eaa58f9ea10/det-handlar-om-jamlik-halsa_sou-2016_55.pdf,NO CONTENT
/contentassets/c7bfd4eb9b52454499e8910acbae3ab4/sprututbyte.pdf,NO CONTENT
/contentassets/32dbf311ab8f478a9803edfaf1a20db8/andrade-regler-for-uppskov-med-kapitalvinst-vid-avyttring-av-privatbostad.pdf,NO CONTENT
/contentassets/d0e9d366adc146a6b12da6430c2416ed/remissinstanser-andrade-regler-for-uppskov-med-kapitalvinst-vid-avyttring-av-privatbostad/,NO CONTENT
/contentassets/d574ec1dcb4e4f4181725bbfed5c85a7/remissinstanser-for-samordning-ansvar-och-kommunikation--vagen-till-okad-kvalitet-i-utbildningen-for-elever-med-vissa-funktionsnedsattningar-sou-2016-46.pdf,NO CONTENT
/contentassets/4a62575c9c1d4f0b89c56555fc8bc941/remisslista-privata-sjukvardsforsakringar-inom-offentligt-finansierad-halso--och-sjukvard-ds-2016_29.pdf,NO CONTENT
/contentassets/6044b70b1162430ebe216d5e2fe3f329/remisslista-driftsformer-for-universitetssjukhus-ds-2016_28.pdf,NO CONTENT
/contentassets/782e9c4da5864dc6a79e2c5ed197135a/arbetsmarknadsdepartementet.pdf,NO CONTENT
/contentassets/7f34f82d8e214fc485320a7d935d54d9/remissinstanser-for-promemorian-en-stadieindelad-timplan-i-grundskolan-pdf.pdf,NO CONTENT
/contentassets/d62d166ac6894211ba649c96bac46101/en-stadieindelad-timplan-i-grundskolan-och-narliggande-fragor.pdf,NO CONTENT
/contentassets/8ca4189e8d5f43428a138902fb10803b/privata-sjukvardsforsakringar-inom-offentligt-finansierad-halso--och-sjukvard-remiss-ds2016_29.pdf,NO CONTENT
/contentassets/3e634523f7e64cab861bdc48fe87f95e/driftsformer-for-universitetssjukhus-ds2016_28.pdf,NO CONTENT
NO CONTENT,"På regeringen.se använder vi kakor för att löpande förbättra webbplatsen. Du väljer själv om du accepterar kakor.Läs om kakor
Huvudnavigering
Huvudnavigering
Publicerad23 augusti 2016
Europadomstolen har i en dom prövat Sveriges efterlevnad av Europakonventionen. Regeringen publicerar en länk till domen i fulltext samt en sammanfattning av domen.
Målet rörde frågan om det skulle innebära en kränkning av artikel 3 i Europakonventionen att utvisa klagandena, ett gift par och deras son, till hemlandet (Irak) med hänsyn till faderns tidigare samarbete med amerikanska styrkor.
Klagandena ansökte om asyl i Sverige år 2011. Som asylskäl åberopade de att de riskerade förföljelse från al-Qaida på grund av faderns tidigare samarbete med amerikanska styrkor.
Europadomstolen (kammaren) meddelade dom den 4 juni 2015 och fann, med fem röster mot två, att en utvisning av klagandena inte skulle innebära en kränkning av Europakonventionen. Klagandena begärde att målet skulle prövas av domstolen i stor sammansättning (Grand Chamber), som den 19 oktober 2015 beslutade att bevilja denna begäran.
Grand Chamber meddelade dom den 23 augusti 2016 och fann, med tio röster mot sju, att en verkställighet av klagandenas utvisningsbeslut skulle innebära en kränkning av artikel 3 i Europakonventionen med hänsyn till faderns tidigare samarbete med den amerikanska militären i Irak. Enligt majoriteten utgjorde den generella situationen i Bagdad inte i sig en verklig risk för behandling i strid med konventionen. Majoriteten ansåg att klagandenas berättelse avseende händelser mellan åren 2004 och 2010 var generellt sett sammanhängande och trovärdig. Då klagandena tidigare hade varit utsatta för övergrepp från al-Qaida ansåg majoriteten att det fanns en stark indikation för att de skulle riskera fortsatt förföljelse från icke-statliga aktörer i Irak. Därmed övergick bevisbördan till den svenska regeringen som hade att visa att det inte förelåg en sådan risk.
Eftersom fadern hade tillhört en grupp av personer som var systematiskt utsatta på grund av sin koppling till amerikanska styrkor och då hans kontakter med amerikanska styrkor varit mycket synliga, ansåg majoriteten att det inte fanns något stöd för antagandet att hoten från al-Qaida måste ha upphört när affärssamarbetet upphört. Under de särskilda omständigheterna i målet ansåg majoriteten även att den irakiska staten i dagsläget inte skulle kunna erbjuda klagandena ett effektivt skydd mot al-Qaida eller mot andra privata aktörer. Mot bakgrund av dessa omständigheter fann Grand Chamber att en utvisning skulle innebära en kränkning av artikel 3 i Europakonventionen. Genom domen förpliktigades Sverige att till klagandena utge ersättning för rättegångskostnader med 10 000 Euro.
Europadomstolen avgör mål genom dom eller beslut. En dom innebär att målet är prövat i sak, det vill säga att domstolen tagit ställning till själva klagomålet. Ett beslut innebär att målet avgjorts på formella grunder, till exempel att klagomålet avvisats på grund av att frågan inte först prövats rättsligt på alla sätt om är möjliga i Sverige.
Publicerad16 november 2023·PressmeddelandefrånJohan Forssell,Lotta Edholm,Utbildningsdepartementet,Utrikesdepartementet
Publicerad16 november 2023·ArtikelfrånNiklas Wykman,Finansdepartementet
Publicerad16 november 2023·Pressmeddelande,Webb-tvfrånEbba Busch,Elisabeth Svantesson,Johan Pehrson,Klimat- och näringslivsdepartementet
Publicerad16 november 2023·PressmeddelandefrånPeter Kullgren,Landsbygds- och infrastrukturdepartementet
Publicerad16 november 2023·Kommittédirektiv,Rättsliga dokumentfrånLandsbygds- och infrastrukturdepartementet,Regeringen
Regeringskansliet103 33 StockholmVäxel 08-405 10 00
Det här är regeringens och Regeringskansliets gemensamma webbplats."
/contentassets/3e6e7dc06bf14e13ade06406de238cd6/remisslista-sou-2014_43.pdf,NO CONTENT
/contentassets/17535107f07745839499d8de4e84eefa/farre-i-hakte-och-minskad-isolering-sou-201652/,NO CONTENT
/contentassets/cad22d91d7cb478a959a099b1694426f/remiss-ju2016.05837.l7.pdf,NO CONTENT
/contentassets/9ee4cd38dc97479c9d2d5bf6823f5fd1/lrr-handrackningsbestammelse-i-lma-remitteringsversion.pdf,NO CONTENT
/contentassets/efa3330e4ed2467e82b2237ae6f084ad/konkurrensskadelag.pdf,NO CONTENT
/contentassets/2aaa4cf820e448c58a143fecc5d6ee28/20160818-ju-ema-tillaggsdir-forl-tid-utredn-ju-2015_13-dir-72.pdf,NO CONTENT
/contentassets/16810ccb520149348ead61365c3043da/finansdepartementet.pdf,NO CONTENT
/contentassets/d025572b97fd4d00ad86a4d5b2200487/strategi-for-sveriges-regionala-utvecklingssamarbete-med-asien-och-oceanien-2016-2021.pdf,NO CONTENT
/contentassets/2c08ea3185ef4c92a2efaf5de915c2e5/sou-201650-genomforande-av-sjofolksdirektivet/,NO CONTENT
/contentassets/d9c73e44982d4148810729f0ff462b50/villkor-for-intjanande-och-bevarande-av-tjanstepension-sou-201651/,NO CONTENT
/contentassets/1a466040d2c34d489f136917a642537a/nivaplacering-av-folkhogskolornas-allmanna-kurser-i-den-nationella-referensramen-for-kvalifikationer-for-livslangt-larande.pdf,NO CONTENT
/contentassets/af99bf71ba194daf9f911dee39a9c556/validering-med-mervarde-ds-2016-24.pdf,NO CONTENT
/contentassets/5535e7558d58450ba7170ffe8269849e/genomforande-av-det-omarbetade-asylprocedurdirektivet/,NO CONTENT
/contentassets/f94e32e0ae1c43949c93ad8bfcec4452/forsvarsdepartementet.pdf,NO CONTENT
/contentassets/58b5e2f1c3e14ee78b0ac31901f70997/uppdrag-at-sos-utbildning-kring-forandrings--och-utvecklingsarbete-med-stod-av-ehalsa.pdf,NO CONTENT
/contentassets/cb4a7cc215fe4930b59999c761627a10/uppdrag-at-fohm-precisering-angaende-tillganglighet-till-antibiotika.pdf,NO CONTENT
/contentassets/c746547388be466bb754289a1561e2e4/finansdepartementet.pdf,NO CONTENT
